docname,topic,proportion
input_MWW.txt:452,002,1.0
input_MWW.txt:487,002,1.0
input_MWW.txt:517,004,1.0
input_MWW.txt:552,001,1.0
input_MWW.txt:587,004,1.0
input_MWW.txt:622,004,1.0
input_MWW.txt:657,001,1.0
input_MWW.txt:692,001,1.0
input_MWW.txt:727,003,1.0
input_MWW.txt:762,010,1.0
input_MWW.txt:797,000,1.0
input_MWW.txt:832,006,1.0
input_MWW.txt:867,000,1.0
input_MWW.txt:902,008,1.0
input_MWW.txt:937,007,1.0
input_MWW.txt:972,010,1.0
input_MWW.txt:1007,012,1.0
input_MWW.txt:1,003,1.0
input_MWW.txt:36,010,1.0
input_MWW.txt:71,000,1.0
input_MWW.txt:106,010,1.0
input_MWW.txt:141,010,1.0
input_MWW.txt:176,004,1.0
input_MWW.txt:211,010,1.0
input_MWW.txt:246,010,1.0
input_MWW.txt:281,009,1.0
input_MWW.txt:316,006,1.0
input_MWW.txt:351,005,1.0
input_MWW.txt:386,010,1.0
input_MWW.txt:421,000,1.0
input_MWW.txt:456,002,1.0
input_MWW.txt:491,010,1.0
input_MWW.txt:521,004,1.0
input_MWW.txt:556,001,1.0
input_MWW.txt:591,004,1.0
input_MWW.txt:626,012,1.0
input_MWW.txt:661,000,1.0
input_MWW.txt:696,008,1.0
input_MWW.txt:731,011,1.0
input_MWW.txt:766,002,1.0
input_MWW.txt:801,002,1.0
input_MWW.txt:836,004,1.0
input_MWW.txt:871,002,1.0
input_MWW.txt:906,008,1.0
input_MWW.txt:941,007,1.0
input_MWW.txt:976,010,1.0
input_MWW.txt:1011,003,1.0
input_MWW.txt:16,010,1.0
input_MWW.txt:51,000,1.0
input_MWW.txt:86,002,1.0
input_MWW.txt:121,010,1.0
input_MWW.txt:156,010,1.0
input_MWW.txt:191,010,1.0
input_MWW.txt:226,010,1.0
input_MWW.txt:261,004,1.0
input_MWW.txt:296,009,1.0
input_MWW.txt:331,002,1.0
input_MWW.txt:366,000,1.0
input_MWW.txt:401,009,1.0
input_MWW.txt:436,002,1.0
