docname,topic,proportion
input_SAR.txt:829,001,1.0
input_SAR.txt:859,001,1.0
input_SAR.txt:894,004,1.0
input_SAR.txt:929,007,1.0
input_SAR.txt:964,007,1.0
input_SAR.txt:999,004,1.0
input_SAR.txt:1034,001,1.0
input_SAR.txt:1069,016,1.0
input_SAR.txt:1104,004,1.0
input_SAR.txt:1139,007,1.0
input_SAR.txt:1174,004,1.0
input_SAR.txt:1209,009,1.0
input_SAR.txt:1244,004,1.0
input_SAR.txt:1279,000,1.0
input_SAR.txt:1314,005,1.0
input_SAR.txt:1349,000,1.0
input_SAR.txt:1384,006,1.0
input_SAR.txt:1419,007,1.0
input_SAR.txt:1454,007,1.0
input_SAR.txt:1489,007,1.0
input_SAR.txt:1524,004,1.0
input_SAR.txt:1559,006,1.0
input_SAR.txt:1594,004,1.0
input_SAR.txt:1629,006,1.0
input_SAR.txt:1664,012,1.0
input_SAR.txt:2,003,1.0
input_SAR.txt:37,002,1.0
input_SAR.txt:72,001,1.0
input_SAR.txt:107,004,1.0
input_SAR.txt:142,001,1.0
input_SAR.txt:177,004,1.0
input_SAR.txt:212,004,1.0
input_SAR.txt:247,002,1.0
input_SAR.txt:282,006,1.0
input_SAR.txt:317,006,1.0
input_SAR.txt:352,000,0.548078
input_SAR.txt:352,001,0.451922
input_SAR.txt:387,009,1.0
input_SAR.txt:422,004,1.0
input_SAR.txt:457,004,1.0
input_SAR.txt:492,004,1.0
input_SAR.txt:527,000,1.0
input_SAR.txt:562,004,1.0
input_SAR.txt:597,006,1.0
input_SAR.txt:632,004,1.0
input_SAR.txt:667,000,1.0
input_SAR.txt:702,004,1.0
input_SAR.txt:737,004,1.0
input_SAR.txt:772,004,1.0
input_SAR.txt:807,016,1.0
input_SAR.txt:842,003,1.0
input_SAR.txt:872,004,1.0
input_SAR.txt:907,001,1.0
input_SAR.txt:942,008,1.0
input_SAR.txt:977,003,1.0
input_SAR.txt:1012,000,1.0
input_SAR.txt:1047,000,1.0
input_SAR.txt:1082,007,1.0
input_SAR.txt:1117,005,1.0
input_SAR.txt:1152,006,1.0
input_SAR.txt:1187,000,1.0
input_SAR.txt:1222,001,1.0
input_SAR.txt:1257,000,1.0
input_SAR.txt:1292,004,1.0
input_SAR.txt:1327,007,1.0
input_SAR.txt:1362,012,1.0
input_SAR.txt:1397,000,1.0
input_SAR.txt:1432,000,1.0
input_SAR.txt:1467,008,1.0
input_SAR.txt:1502,001,1.0
input_SAR.txt:1537,006,1.0
input_SAR.txt:1572,001,1.0
input_SAR.txt:1607,004,1.0
input_SAR.txt:1642,004,1.0
input_SAR.txt:27,008,1.0
input_SAR.txt:62,009,1.0
input_SAR.txt:97,004,1.0
input_SAR.txt:132,004,1.0
input_SAR.txt:167,004,1.0
input_SAR.txt:202,004,1.0
input_SAR.txt:237,010,1.0
input_SAR.txt:272,004,1.0
input_SAR.txt:307,008,1.0
input_SAR.txt:342,004,1.0
input_SAR.txt:377,014,1.0
input_SAR.txt:412,000,1.0
input_SAR.txt:447,005,1.0
input_SAR.txt:482,016,1.0
