docname,topic,proportion
input_SAR.txt:51,001,1.0
input_SAR.txt:86,001,1.0
input_SAR.txt:121,000,1.0
input_SAR.txt:156,000,1.0
input_SAR.txt:191,001,1.0
input_SAR.txt:226,001,1.0
input_SAR.txt:261,008,1.0
input_SAR.txt:296,004,1.0
input_SAR.txt:331,004,1.0
input_SAR.txt:366,000,1.0
input_SAR.txt:401,004,1.0
input_SAR.txt:436,005,1.0
input_SAR.txt:471,008,1.0
input_SAR.txt:506,000,1.0
input_SAR.txt:541,001,1.0
input_SAR.txt:576,000,1.0
input_SAR.txt:611,001,1.0
input_SAR.txt:646,000,1.0
input_SAR.txt:681,009,1.0
input_SAR.txt:716,009,1.0
input_SAR.txt:751,000,1.0
input_SAR.txt:786,000,1.0
input_SAR.txt:821,000,1.0
input_SAR.txt:886,002,1.0
input_SAR.txt:921,001,1.0
input_SAR.txt:956,002,1.0
input_SAR.txt:991,005,1.0
input_SAR.txt:1026,001,1.0
input_SAR.txt:1061,000,1.0
input_SAR.txt:1096,002,1.0
input_SAR.txt:1131,000,1.0
input_SAR.txt:1166,000,1.0
input_SAR.txt:1201,004,1.0
input_SAR.txt:1236,002,1.0
input_SAR.txt:1271,001,1.0
input_SAR.txt:1306,000,1.0
input_SAR.txt:1341,011,1.0
input_SAR.txt:1376,000,1.0
input_SAR.txt:1411,000,1.0
input_SAR.txt:1446,000,1.0
input_SAR.txt:1481,005,1.0
input_SAR.txt:1516,000,1.0
input_SAR.txt:1551,001,1.0
input_SAR.txt:1586,001,1.0
input_SAR.txt:1621,000,1.0
input_SAR.txt:1656,001,1.0
input_SAR.txt:0,011,1.0
input_SAR.txt:35,001,1.0
input_SAR.txt:70,000,1.0
input_SAR.txt:105,000,1.0
input_SAR.txt:140,000,1.0
input_SAR.txt:175,000,1.0
input_SAR.txt:210,000,1.0
input_SAR.txt:245,000,1.0
input_SAR.txt:280,001,1.0
input_SAR.txt:315,004,1.0
input_SAR.txt:350,004,1.0
input_SAR.txt:385,000,1.0
input_SAR.txt:420,000,0.784423
input_SAR.txt:420,001,0.215577
input_SAR.txt:455,001,1.0
input_SAR.txt:490,008,1.0
input_SAR.txt:525,000,1.0
input_SAR.txt:560,000,1.0
input_SAR.txt:595,001,1.0
input_SAR.txt:630,001,1.0
input_SAR.txt:665,003,1.0
input_SAR.txt:700,000,1.0
input_SAR.txt:735,000,1.0
input_SAR.txt:770,000,1.0
input_SAR.txt:805,002,1.0
input_SAR.txt:840,001,1.0
input_SAR.txt:870,005,1.0
input_SAR.txt:905,004,1.0
input_SAR.txt:940,005,1.0
input_SAR.txt:975,004,1.0
input_SAR.txt:1010,000,1.0
input_SAR.txt:1045,008,1.0
input_SAR.txt:1080,000,1.0
input_SAR.txt:1115,002,1.0
input_SAR.txt:1150,005,1.0
input_SAR.txt:1185,000,1.0
input_SAR.txt:1220,000,1.0
input_SAR.txt:1255,002,1.0
input_SAR.txt:1290,002,1.0
input_SAR.txt:1325,001,1.0
input_SAR.txt:1360,000,1.0
input_SAR.txt:1395,000,1.0
input_SAR.txt:1430,005,1.0
input_SAR.txt:1465,005,1.0
input_SAR.txt:1500,005,1.0
input_SAR.txt:1535,000,1.0
input_SAR.txt:1570,000,1.0
input_SAR.txt:1605,000,1.0
input_SAR.txt:1640,000,1.0
input_SAR.txt:8,001,1.0
input_SAR.txt:43,000,1.0
input_SAR.txt:78,008,1.0
input_SAR.txt:113,006,1.0
input_SAR.txt:148,000,1.0
input_SAR.txt:183,011,1.0
input_SAR.txt:218,011,1.0
input_SAR.txt:253,001,1.0
input_SAR.txt:288,001,1.0
input_SAR.txt:323,000,1.0
input_SAR.txt:358,001,1.0
input_SAR.txt:393,002,1.0
input_SAR.txt:428,000,1.0
input_SAR.txt:463,003,1.0
input_SAR.txt:498,000,1.0
input_SAR.txt:533,004,1.0
input_SAR.txt:568,008,1.0
